# x y z nx ny nz
5.971000 1.053000 -0.498000 -0.018009 -0.378647 -0.925366
5.973000 1.072000 -0.505000 -0.045467 -0.380131 -0.923814
5.970000 1.090000 -0.512000 -0.045467 -0.380131 -0.923814
5.969000 1.108000 -0.520000 0.090978 -0.365166 -0.926486
5.806000 1.096000 -0.512000 0.000000 0.000000 1.000000
5.061000 0.971000 -0.453000 0.000000 0.000000 1.000000
5.055000 0.985000 -0.458000 0.000000 0.000000 1.000000
5.240000 1.037000 -0.482000 0.000000 0.000000 1.000000
5.972000 1.201000 -0.556000 -0.041690 -0.360699 -0.931750
5.969000 1.219000 -0.563000 -0.015289 -0.357483 -0.933794
5.967000 1.237000 -0.570000 -0.017167 -0.352499 -0.935655
5.975000 1.257000 -0.578000 -0.013484 -0.351651 -0.936034
5.966000 1.274000 -0.584000 -0.031130 -0.349037 -0.936592
5.975000 1.295000 -0.592000 -0.049432 -0.345519 -0.937109
5.972000 1.313000 -0.598000 -0.051155 -0.342027 -0.938297
5.972000 1.331000 -0.605000 0.004660 -0.337223 -0.941413
5.967000 1.349000 -0.612000 0.004660 -0.337223 -0.941413
5.968000 1.368000 -0.618000 -0.000597 -0.336210 -0.941787
5.967000 1.387000 -0.625000 0.021642 -0.334753 -0.942057
5.965000 1.405000 -0.631000 0.008023 -0.336001 -0.941827
5.969000 1.425000 -0.638000 -0.048013 -0.332089 -0.942025
5.969000 1.444000 -0.645000 -0.070750 -0.332058 -0.940602
5.973000 1.463000 -0.652000 -0.052239 -0.332154 -0.941778
5.972000 1.482000 -0.659000 -0.055688 -0.333040 -0.941267
5.969000 1.500000 -0.665000 -0.036696 -0.331604 -0.942705
5.968000 1.519000 -0.671000 -0.036696 -0.331604 -0.942705
5.961000 1.536000 -0.677000 -0.034337 -0.328672 -0.943820
5.947000 1.552000 -0.682000 -0.031970 -0.325321 -0.945063
5.888000 1.555000 -0.681000 -0.031350 -0.324214 -0.945464
5.827000 1.558000 -0.680000 -0.031667 -0.329338 -0.943681
5.775000 1.563000 -0.680000 0.000000 0.000000 -1.000000
5.721000 1.566000 -0.680000 -0.014663 -0.196019 -0.980490
5.674000 1.572000 -0.680000 -0.059970 -0.530770 -0.845392
5.630000 1.578000 -0.681000 -0.050809 -0.447940 -0.892619
5.581000 1.582000 -0.680000 -0.049441 -0.439771 -0.896748
5.547000 1.590000 -0.682000 -0.050926 -0.402246 -0.914114
5.503000 1.595000 -0.682000 -0.060430 -0.459826 -0.885951
5.464000 1.602000 -0.682000 -0.015112 -0.148247 -0.988835
5.423000 1.608000 -0.683000 -0.014340 -0.162150 -0.986662
5.386000 1.614000 -0.683000 -0.023811 -0.239217 -0.970674
5.352000 1.621000 -0.684000 -0.053735 -0.388529 -0.919868
5.316000 1.628000 -0.685000 -0.034947 -0.302779 -0.952420
5.278000 1.633000 -0.685000 -0.033105 -0.248138 -0.968159
5.230000 1.635000 -0.684000 -0.024490 -0.142615 -0.989475
5.197000 1.642000 -0.684000 -0.029771 -0.179897 -0.983235
5.159000 1.647000 -0.684000 -0.033655 -0.195043 -0.980217
5.125000 1.653000 -0.684000 -0.031886 -0.200147 -0.979247
5.102000 1.662000 -0.685000 -0.031886 -0.200147 -0.979247
5.061000 1.665000 -0.684000 -0.032891 -0.198101 -0.979630
5.030000 1.672000 -0.685000 -0.040711 -0.224184 -0.973696
5.001000 1.679000 -0.685000 -0.054347 -0.298571 -0.952839
4.961000 1.682000 -0.684000 -0.052378 -0.283171 -0.957638
4.934000 1.689000 -0.684000 0.012130 0.062234 -0.997988
4.906000 1.695000 -0.685000 0.018909 0.072341 -0.997201
4.876000 1.701000 -0.685000 0.023197 0.071364 -0.997181
4.854000 1.710000 -0.685000 0.017123 0.077957 -0.996810
4.826000 1.716000 -0.685000 0.009825 0.086960 -0.996163
4.796000 1.721000 -0.685000 0.018096 0.099513 -0.994872
4.769000 1.727000 -0.685000 0.009049 0.107018 -0.994216
4.741000 1.733000 -0.685000 0.028656 0.136842 -0.990178
4.723000 1.742000 -0.686000 0.007652 0.106417 -0.994292
4.693000 1.747000 -0.685000 0.016601 0.077915 -0.996822
4.673000 1.755000 -0.686000 0.008378 0.013823 -0.999869
4.648000 1.761000 -0.685000 -0.011164 -0.061813 -0.998025
4.621000 1.766000 -0.685000 -0.026479 -0.127609 -0.991471
4.602000 1.774000 -0.685000 -0.019358 -0.095008 -0.995288
4.578000 1.780000 -0.685000 -0.028095 -0.092326 -0.995332
4.550000 1.785000 -0.684000 -0.022445 -0.085044 -0.996124
4.535000 1.794000 -0.685000 -0.021610 -0.059998 -0.997965
4.508000 1.798000 -0.684000 -0.021344 -0.057925 -0.998093
4.491000 1.807000 -0.684000 -0.022674 -0.052133 -0.998383
4.475000 1.815000 -0.684000 -0.021003 -0.051133 -0.998471
4.456000 1.822000 -0.684000 -0.024022 -0.044951 -0.998700
4.436000 1.829000 -0.684000 -0.066254 -0.148086 -0.986753
4.421000 1.838000 -0.684000 -0.054810 -0.119666 -0.991300
4.401000 1.844000 -0.684000 -0.043575 -0.091908 -0.994814
4.384000 1.852000 -0.684000 -0.047218 -0.095882 -0.994272
4.364000 1.858000 -0.683000 -0.042898 -0.079268 -0.995930
4.348000 1.865000 -0.683000 -0.038412 -0.064344 -0.997188
4.339000 1.876000 -0.684000 -0.043982 -0.073552 -0.996321
4.326000 1.885000 -0.684000 -0.048470 -0.074884 -0.996014
4.303000 1.889000 -0.683000 -0.052670 -0.079850 -0.995414
4.294000 1.900000 -0.683000 -0.057868 -0.084124 -0.994774
4.284000 1.910000 -0.684000 -0.056730 -0.080391 -0.995148
4.270000 1.918000 -0.683000 -0.082183 -0.109115 -0.990626
4.261000 1.928000 -0.684000 -0.066792 -0.079724 -0.994577
4.247000 1.936000 -0.683000 -0.065954 -0.075427 -0.994968
4.240000 1.947000 -0.684000 -0.081780 -0.091185 -0.992470
4.223000 1.953000 -0.683000 -0.069127 -0.072885 -0.994942
4.212000 1.962000 -0.683000 -0.069673 -0.069490 -0.995147
4.198000 1.969000 -0.682000 -0.056350 -0.051211 -0.997097
4.187000 1.978000 -0.682000 -0.057556 -0.048532 -0.997162
4.186000 1.991000 -0.683000 -0.054675 -0.041826 -0.997628
4.177000 2.001000 -0.683000 -0.055844 -0.040003 -0.997638
4.161000 2.007000 -0.682000 -0.066210 -0.045480 -0.996769
4.160000 2.020000 -0.683000 -0.062618 -0.040397 -0.997220
4.152000 2.030000 -0.683000 -0.065568 -0.038291 -0.997113
4.143000 2.040000 -0.682000 -0.064220 -0.033726 -0.997366
4.143000 2.053000 -0.683000 -0.062976 -0.028154 -0.997618
4.126000 2.058000 -0.681000 0.085924 0.068848 -0.993920
4.121000 2.069000 -0.681000 0.026283 0.046853 -0.998556
4.123000 2.083000 -0.683000 0.026229 0.043855 -0.998694
4.112000 2.091000 -0.682000 -0.029515 0.017911 -0.999404
4.111000 2.104000 -0.682000 -0.032393 0.016064 -0.999346
4.102000 2.113000 -0.681000 -0.034147 0.012393 -0.999340
4.099000 2.124000 -0.681000 -0.036792 0.006243 -0.999303
4.096000 2.136000 -0.681000 -0.036778 0.006228 -0.999304
4.094000 2.148000 -0.681000 -0.035601 -0.000055 -0.999366
4.092000 2.160000 -0.681000 -0.035462 -0.001730 -0.999370
4.087000 2.170000 -0.680000 -0.034622 -0.003253 -0.999395
4.089000 2.184000 -0.681000 -0.027667 -0.007268 -0.999591
4.085000 2.195000 -0.680000 -0.022272 -0.010548 -0.999696
4.082000 2.206000 -0.680000 0.042332 -0.007436 -0.999076
4.089000 2.223000 -0.681000 0.046060 -0.010370 -0.998885
4.089000 2.236000 -0.681000 0.112792 -0.002812 -0.993615
4.088000 2.248000 -0.680000 -0.018916 0.008985 -0.999781
4.091000 2.262000 -0.680000 0.005317 0.007047 -0.999961
4.093000 2.276000 -0.680000 -0.028964 0.012932 -0.999497
4.093000 2.288000 -0.680000 -0.017166 0.011539 -0.999786
4.096000 2.303000 -0.680000 -0.003176 0.012896 -0.999912
4.100000 2.317000 -0.680000 0.002313 0.014655 -0.999890
4.097000 2.328000 -0.679000 0.003415 0.013908 -0.999897
4.105000 2.345000 -0.679000 0.010346 0.010678 -0.999889
4.110000 2.360000 -0.679000 0.011767 0.014238 -0.999829
4.113000 2.374000 -0.679000 -0.055485 0.037123 -0.997769
4.119000 2.389000 -0.678000 -0.075421 0.045856 -0.996097
4.126000 2.405000 -0.678000 -0.098690 0.055559 -0.993566
4.133000 2.421000 -0.678000 -0.135262 0.070779 -0.988279
4.139000 2.436000 -0.678000 -0.119594 0.067556 -0.990522
4.139000 2.448000 -0.676000 -0.160281 0.086924 -0.983237
4.155000 2.469000 -0.677000 -0.126140 0.076837 -0.989032
4.163000 2.486000 -0.677000 -0.143258 0.088643 -0.985708
4.170000 2.502000 -0.677000 -0.186265 0.112079 -0.976086
4.178000 2.518000 -0.676000 -0.149587 0.097259 -0.983953
4.191000 2.537000 -0.676000 -0.155875 0.103140 -0.982377
4.195000 2.551000 -0.675000 -0.147029 0.098901 -0.984175
4.206000 2.569000 -0.675000 -0.185808 0.126502 -0.974409
4.222000 2.589000 -0.675000 -0.222228 0.155077 -0.962583
4.237000 2.610000 -0.676000 -0.210435 0.153073 -0.965549
4.246000 2.627000 -0.675000 -0.201260 0.153723 -0.967400
4.255000 2.643000 -0.674000 -0.205164 0.161885 -0.965247
4.268000 2.662000 -0.673000 -0.154443 0.133899 -0.978886
4.282000 2.681000 -0.673000 -0.215135 0.180444 -0.959769
4.301000 2.703000 -0.673000 -0.226753 0.190024 -0.955235
4.309000 2.719000 -0.672000 -0.230500 0.192854 -0.953770
4.322000 2.737000 -0.671000 -0.130615 0.121768 -0.983927
4.342000 2.761000 -0.671000 -0.274218 0.243473 -0.930336
4.358000 2.781000 -0.671000 -0.274218 0.243473 -0.930336
4.377000 2.803000 -0.670000 -0.420475 0.365851 -0.830273
4.396000 2.825000 -0.670000 -0.377688 0.342875 -0.860110
4.402000 2.839000 -0.667000 -0.328553 0.306809 -0.893264
4.426000 2.864000 -0.668000 -0.337049 0.318031 -0.886146
4.442000 2.883000 -0.666000 -0.339089 0.328548 -0.881518
4.464000 2.907000 -0.666000 -0.466183 0.449039 -0.762258
4.498000 2.939000 -0.667000 -0.441999 0.432904 -0.785640
4.510000 2.956000 -0.665000 -0.441999 0.432904 -0.785640
4.528000 2.977000 -0.663000 -0.378143 0.383312 -0.842663
4.552000 3.001000 -0.663000 -0.365343 0.378617 -0.850396
4.587000 3.033000 -0.664000 -0.507693 0.525002 -0.683097
4.607000 3.055000 -0.662000 -0.499146 0.517483 -0.695028
4.624000 3.074000 -0.660000 0.525946 -0.538838 0.658054
4.657000 3.105000 -0.661000 -0.343408 0.367391 -0.864347
4.701000 3.142000 -0.662000 -0.572078 0.667424 -0.476731
4.747000 3.180000 -0.664000 -0.478469 0.537544 -0.694345
4.782000 3.212000 -0.664000 -0.662937 0.725087 0.186451
4.814000 3.241000 -0.663000 -0.368509 0.418707 -0.829991
4.867000 3.284000 -0.665000 -0.404387 0.466148 -0.786878
4.897000 3.311000 -0.664000 -0.368066 0.430706 -0.824027
4.919000 3.334000 -0.662000 -0.474608 0.554644 -0.683460
4.968000 3.374000 -0.663000 -0.481748 0.566280 -0.668764
4.984000 3.391000 -0.659000 -0.519579 0.614259 -0.593905
5.023000 3.425000 -0.659000 -0.479684 0.578042 -0.660130
5.074000 3.466000 -0.659000 -0.487462 0.606216 -0.628397
5.100000 3.489000 -0.657000 -0.495940 0.614021 -0.614021
5.126000 3.513000 -0.654000 -0.450609 0.571716 -0.685633
5.178000 3.554000 -0.654000 -0.618520 0.784465 0.045258
5.235000 3.599000 -0.655000 -0.558483 0.697993 -0.448221
5.278000 3.634000 -0.654000 -0.504065 0.649923 -0.568786
5.301000 3.655000 -0.650000 -0.504065 0.649923 -0.568786
5.353000 3.695000 -0.650000 -0.584066 0.738311 -0.337289
5.389000 3.724000 -0.647000 0.590378 -0.734713 0.334140
5.399000 3.735000 -0.641000 0.590378 -0.734713 0.334140
5.390000 3.733000 -0.633000 0.590378 -0.734713 0.334140
5.387000 3.735000 -0.626000 0.590378 -0.734713 0.334140
5.387000 3.738000 -0.619000 0.590378 -0.734713 0.334140
5.401000 3.751000 -0.613000 0.590378 -0.734713 0.334140
5.408000 3.759000 -0.607000 0.590378 -0.734713 0.334140
5.392000 3.750000 -0.597000 0.590378 -0.734713 0.334140
5.388000 3.749000 -0.590000 0.590378 -0.734713 0.334140
5.550000 3.864000 -0.600000 0.000000 0.000000 1.000000
5.706000 3.974000 -0.609000 -0.607031 0.794659 0.005518
5.801000 4.042000 -0.610000 -0.530744 0.845513 0.058467
5.807000 4.048000 -0.603000 -0.530744 0.845513 0.058467
5.801000 4.044000 -0.594000 -0.540112 0.838071 0.076921
5.773000 4.025000 -0.583000 -0.597002 0.795630 0.102768
5.777000 4.028000 -0.575000 -0.603105 0.788697 0.119255
5.780000 4.030000 -0.567000 -0.585250 0.799820 0.133310
5.807000 4.048000 -0.561000 -0.605469 0.781601 0.150027
5.808000 4.048000 -0.553000 -0.622566 0.764985 0.164954
5.813000 4.050000 -0.545000 -0.622566 0.764985 0.164954
5.815000 4.050000 -0.537000 0.639155 -0.748057 -0.178584
5.814000 4.047000 -0.528000 0.659560 -0.727480 -0.189086
5.810000 4.043000 -0.519000 0.676772 -0.708524 -0.199934
5.817000 4.045000 -0.512000 0.676772 -0.708524 -0.199934
5.810000 4.038000 -0.502000 0.713014 -0.656762 -0.245509
5.811000 4.035000 -0.494000 0.718134 -0.642697 -0.266877
5.807000 4.029000 -0.485000 0.726583 -0.630182 -0.273766
5.809000 4.027000 -0.477000 0.736868 -0.620155 -0.269133
5.807000 4.021000 -0.468000 0.964059 -0.247351 -0.096989
5.809000 4.018000 -0.459000 0.989665 -0.137059 -0.042167
5.810000 4.014000 -0.450000 0.996260 0.055990 0.065807
5.806000 4.007000 -0.442000 0.992796 -0.114412 -0.035585
5.810000 4.004000 -0.433000 0.961619 -0.245491 -0.122569
5.807000 3.996000 -0.425000 0.922493 -0.331746 -0.197359
5.810000 3.992000 -0.416000 0.928574 -0.319040 -0.189641
5.812000 3.988000 -0.408000 0.928984 -0.314137 -0.195719
5.811000 3.981000 -0.399000 0.915222 -0.331367 -0.229269
5.806000 3.971000 -0.390000 0.881501 -0.379179 -0.281386
5.807000 3.964000 -0.382000 0.897025 -0.351806 -0.267542
5.807000 3.957000 -0.373000 0.895750 -0.348528 -0.275970
5.805000 3.948000 -0.364000 0.901806 -0.332468 -0.276064
5.804000 3.940000 -0.356000 0.243235 -0.704951 -0.666244
5.803000 3.931000 -0.347000 -0.379212 -0.654366 -0.654220
5.805000 3.924000 -0.339000 -0.211962 -0.687983 -0.694083
5.811000 3.919000 -0.331000 -0.163608 -0.685988 -0.708980
5.806000 3.907000 -0.322000 0.856229 -0.349633 -0.380300
5.805000 3.897000 -0.314000 0.849734 -0.350843 -0.393523
5.805000 3.888000 -0.306000 0.784434 -0.405143 -0.469598
5.806000 3.878000 -0.297000 0.785921 -0.396625 -0.474359
5.808000 3.870000 -0.289000 0.629337 -0.489837 -0.603319
5.809000 3.860000 -0.281000 0.548634 -0.519276 -0.655250
5.807000 3.848000 -0.273000 0.017572 -0.613205 -0.789728
5.805000 3.836000 -0.265000 0.399359 -0.546458 -0.736136
5.806000 3.826000 -0.257000 0.472594 -0.513610 -0.716143
5.807000 3.816000 -0.248000 0.366442 -0.540503 -0.757349
5.805000 3.803000 -0.241000 0.333612 -0.532801 -0.777706
5.812000 3.796000 -0.233000 0.280384 -0.539064 -0.794226
5.809000 3.782000 -0.225000 0.221154 -0.541104 -0.811355
5.813000 3.772000 -0.217000 0.480823 -0.467523 -0.741776
5.809000 3.757000 -0.209000 0.446982 -0.468612 -0.761978
5.811000 3.746000 -0.202000 0.371881 -0.480391 -0.794310
5.808000 3.731000 -0.194000 0.370776 -0.471477 -0.800147
5.814000 3.722000 -0.187000 0.370776 -0.471477 -0.800147
5.816000 3.710000 -0.179000 0.305648 -0.466557 -0.830002
5.811000 3.694000 -0.172000 0.241614 -0.466625 -0.850813
5.817000 3.684000 -0.164000 0.250085 -0.461524 -0.851148
5.817000 3.670000 -0.157000 0.260283 -0.447633 -0.855498
5.805000 3.649000 -0.149000 0.229040 -0.443558 -0.866485
5.802000 3.632000 -0.142000 0.187702 -0.434841 -0.880728
5.818000 3.628000 -0.136000 0.187702 -0.434841 -0.880728
5.819000 3.614000 -0.129000 0.201181 -0.429983 -0.880137
5.809000 3.593000 -0.121000 0.201630 -0.422639 -0.883585
5.812000 3.580000 -0.115000 0.201630 -0.422639 -0.883585
5.817000 3.569000 -0.108000 0.220604 -0.416737 -0.881853
5.815000 3.552000 -0.101000 0.221857 -0.416966 -0.881430
5.725000 3.482000 -0.093000 0.000000 0.000000 1.000000
5.652000 3.423000 -0.085000 0.197357 -0.365462 -0.909663
5.652000 3.407000 -0.079000 0.110443 -0.366231 -0.923947
5.655000 3.394000 -0.073000 0.093313 -0.366950 -0.925549
5.653000 3.377000 -0.066000 0.148450 -0.361803 -0.920359
5.649000 3.359000 -0.060000 0.148450 -0.361803 -0.920359
5.652000 3.345000 -0.054000 0.169428 -0.357822 -0.918290
5.653000 3.330000 -0.048000 0.170143 -0.356332 -0.918738
5.658000 3.316000 -0.042000 0.170143 -0.356332 -0.918738
5.668000 3.306000 -0.037000 0.172207 -0.351595 -0.920177
5.689000 3.302000 -0.031000 0.175227 -0.344320 -0.922355
5.741000 3.315000 -0.026000 0.179693 -0.331460 -0.926199
5.739000 3.298000 -0.020000 0.179691 -0.323251 -0.929096
5.813000 3.323000 -0.014000 0.167258 -0.298627 -0.939599
5.830000 3.315000 -0.009000 0.167258 -0.298627 -0.939599
5.853000 3.311000 -0.003000 0.151570 -0.317710 -0.935995
5.906000 3.323000 0.001000 0.151570 -0.317710 -0.935995
5.902000 3.303000 0.007000 0.151570 -0.317710 -0.935995
6.184000 3.442000 0.012000 -0.640104 0.727849 -0.245973
6.305000 3.490000 0.018000 -0.094079 0.221502 -0.970611
6.298000 3.467000 0.024000 -0.006974 -0.109027 0.994014
6.356000 3.479000 0.030000 -0.084911 -0.468114 -0.879579
6.298000 3.428000 0.034000 -0.261506 0.020557 0.964983
6.343000 3.433000 0.040000 0.265307 -0.019915 -0.963958
6.412000 3.450000 0.046000 0.255336 0.636523 0.727765
6.383000 3.414000 0.051000 0.008235 0.431675 0.901991
6.134000 3.262000 0.054000 0.000000 0.000000 1.000000
6.264000 3.311000 0.060000 0.258410 -0.752578 -0.605682
6.419000 3.373000 0.066000 0.119969 -0.230978 -0.965534
6.359000 3.321000 0.070000 0.130451 -0.229306 -0.964573
6.407000 3.325000 0.076000 -0.120623 0.228955 0.965935
6.311000 3.255000 0.079000 -0.125228 0.222906 0.966763
6.476000 3.319000 0.085000 0.121115 -0.206032 -0.971021
6.526000 3.324000 0.091000 0.124915 -0.193597 -0.973096
6.574000 3.327000 0.096000 0.124019 -0.189835 -0.973952
6.566000 3.302000 0.100000 0.124019 -0.189835 -0.973952
6.551000 3.272000 0.104000 0.124019 -0.189835 -0.973952
6.569000 3.260000 0.109000 0.113115 -0.192257 -0.974804
6.588000 3.248000 0.113000 0.112284 -0.192192 -0.974912
6.967000 3.412000 0.124000 0.000000 0.000000 1.000000
6.982000 3.396000 0.128000 0.000000 0.000000 1.000000
7.157000 3.457000 0.136000 -0.096656 0.153680 0.983382
7.219000 3.464000 0.141000 -0.096656 0.153680 0.983382
7.087000 3.377000 0.142000 0.000000 0.000000 1.000000
7.198000 3.406000 0.148000 -0.096656 0.153680 0.983382
9.763000 4.586000 0.207000 0.081614 -0.150780 -0.985193
9.767000 4.556000 0.212000 0.081614 -0.150780 -0.985193
9.804000 4.540000 0.217000 0.081614 -0.150780 -0.985193
9.834000 4.521000 0.223000 0.095108 -0.136986 -0.985997
9.909000 4.523000 0.230000 0.092163 0.027649 -0.995360
9.975000 4.519000 0.236000 0.080824 -0.145483 -0.986054
10.050000 4.520000 0.242000 0.000000 0.000000 1.000000
10.180000 4.544000 0.250000 0.061198 -0.144943 -0.987546
10.192000 4.515000 0.255000 0.061198 -0.144943 -0.987546
10.249000 4.505000 0.260000 0.071484 -0.133340 -0.988489
10.317000 4.500000 0.266000 0.000000 0.000000 1.000000
10.553000 4.568000 0.276000 0.000000 0.000000 1.000000
10.489000 4.504000 0.279000 0.000000 0.000000 1.000000
11.046000 4.706000 0.298000 0.000000 0.000000 1.000000
6.607000 2.792000 0.180000 0.000000 0.000000 1.000000
6.639000 2.783000 0.183000 0.000000 0.000000 1.000000
6.479000 2.694000 0.181000 0.057147 -0.097004 -0.993642
6.465000 2.666000 0.183000 0.061339 -0.081085 -0.994818
6.505000 2.661000 0.186000 0.061144 -0.079542 -0.994955
6.551000 2.657000 0.189000 0.061144 -0.079542 -0.994955
6.561000 2.639000 0.191000 0.065218 -0.076258 -0.994953
6.544000 2.610000 0.192000 -0.059033 0.074747 0.995454
6.585000 2.604000 0.195000 0.059432 -0.071932 -0.995637
6.489000 2.544000 0.194000 0.055024 -0.073133 -0.995803
6.476000 2.517000 0.195000 0.055594 -0.063672 -0.996421
6.558000 2.526000 0.199000 -0.055941 0.072255 0.995816
6.606000 2.522000 0.202000 0.049703 -0.070470 -0.996275
6.660000 2.520000 0.205000 0.058496 0.087743 -0.994424
6.703000 2.514000 0.207000 0.058496 0.087743 -0.994424
8.651000 3.215000 0.270000 0.081837 -0.018052 -0.996482
8.657000 3.187000 0.271000 0.058321 -0.035793 -0.997656
6.562000 2.394000 0.207000 0.000000 0.000000 1.000000
8.696000 3.143000 0.275000 0.057186 -0.033875 -0.997789
8.691000 3.111000 0.276000 0.049045 -0.039547 -0.998013
8.719000 3.092000 0.278000 0.039952 -0.036901 -0.998520
8.722000 3.063000 0.279000 0.053129 -0.031920 -0.998077
8.708000 3.029000 0.280000 0.052230 -0.029796 -0.998191
8.719000 3.002000 0.281000 0.025567 -0.027183 -0.999303
8.708000 2.969000 0.281000 0.020995 -0.024654 -0.999476
8.709000 2.940000 0.282000 0.046645 -0.021196 -0.998687
8.867000 2.963000 0.288000 0.000000 0.000000 1.000000
8.950000 2.960000 0.291000 0.000000 0.000000 1.000000
12.918000 4.229000 0.421000 0.092041 -0.008367 -0.995720
12.925000 4.187000 0.422000 0.102355 -0.007057 -0.994723
12.921000 4.143000 0.422000 0.099627 -0.007221 -0.994999
12.919000 4.098000 0.422000 0.000000 -0.000000 -1.000000
12.915000 4.053000 0.422000 0.000000 -0.000000 -1.000000
9.871000 3.064000 0.322000 -0.007089 0.028357 -0.999573
9.832000 3.019000 0.321000 0.025167 0.004568 -0.999673
9.817000 2.980000 0.320000 0.025167 0.004568 -0.999673
9.807000 2.945000 0.320000 0.250319 -0.071520 -0.965518
6.569000 1.950000 0.214000 0.000000 0.000000 1.000000
6.444000 1.891000 0.209000 0.000000 0.000000 1.000000
6.125000 1.777000 0.199000 0.000000 0.000000 1.000000
6.473000 1.856000 0.210000 0.000000 0.000000 1.000000
6.352000 1.800000 0.205000 0.022472 0.028043 -0.999354
6.322000 1.770000 0.204000 0.022472 0.028043 -0.999354
6.394000 1.769000 0.206000 0.022297 0.030095 -0.999298
6.408000 1.751000 0.205000 0.022297 0.030095 -0.999298
6.392000 1.725000 0.204000 0.023869 0.032809 -0.999177
6.416000 1.710000 0.204000 0.010301 0.036362 -0.999286
6.158000 1.620000 0.195000 0.000000 0.000000 1.000000
6.163000 1.601000 0.195000 0.000000 0.000000 1.000000
6.389000 1.639000 0.201000 0.009197 0.038576 -0.999213
6.292000 1.593000 0.197000 0.000000 0.000000 1.000000
6.431000 1.606000 0.200000 0.019762 0.048728 -0.998617
6.415000 1.581000 0.199000 0.019827 0.048553 -0.998624
6.424000 1.562000 0.198000 0.025150 0.051307 -0.998366
6.413000 1.538000 0.196000 0.040252 0.052301 -0.997820
6.422000 1.518000 0.196000 0.029898 0.055815 -0.997993
6.430000 1.499000 0.195000 0.042994 0.058673 -0.997351
6.419000 1.475000 0.193000 0.998671 0.033263 0.039370
6.403000 1.450000 0.191000 0.995691 0.083588 -0.040150
6.420000 1.432000 0.190000 0.999122 0.038345 -0.016877
6.417000 1.411000 0.189000 0.999923 0.001981 -0.012287
6.441000 1.394000 0.188000 0.998676 0.034859 -0.037819
6.431000 1.371000 0.186000 0.994919 -0.026553 -0.097117
6.422000 1.348000 0.184000 0.998627 -0.013090 -0.050716
6.413000 1.324000 0.183000 0.995611 -0.033040 -0.087566
6.425000 1.306000 0.181000 0.997584 -0.059258 -0.036263
6.396000 1.279000 0.179000 0.998642 -0.016239 -0.049502
6.425000 1.263000 0.178000 0.995651 0.025969 -0.089470
6.431000 1.243000 0.176000 0.995981 0.011098 -0.088873
6.421000 1.220000 0.174000 0.991410 -0.057859 -0.117301
6.435000 1.202000 0.173000 0.991066 -0.061481 -0.118358
6.418000 1.177000 0.170000 0.996927 -0.078061 -0.006602
6.419000 1.156000 0.168000 0.807750 -0.151188 -0.569808
6.389000 1.130000 0.166000 0.627958 -0.041228 -0.777155
6.342000 1.101000 0.162000 -0.449122 0.097207 0.888167
5.781000 0.985000 0.146000 0.000000 0.000000 1.000000
0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
4.689000 0.768000 0.115000 -0.010332 0.102615 -0.994667
4.666000 0.749000 0.113000 -0.010332 0.102615 -0.994667
4.667000 0.734000 0.112000 -0.010332 0.102615 -0.994667
4.676000 0.720000 0.110000 -0.006070 0.100697 -0.994899
4.921000 0.741000 0.114000 0.000000 0.000000 1.000000
5.019000 0.740000 0.115000 0.008391 0.130448 -0.991420
5.075000 0.732000 0.114000 -0.001018 0.117018 -0.993129
5.072000 0.715000 0.112000 -0.001018 0.117018 -0.993129
4.745000 0.653000 0.103000 0.034275 0.105054 -0.993876
4.753000 0.639000 0.101000 0.044420 0.036246 -0.998355
4.663000 0.612000 0.098000 -0.008053 0.136905 -0.990551
3.308000 0.423000 0.068000 -0.012527 0.167093 -0.985861
3.297000 0.411000 0.066000 -0.033957 0.182311 -0.982654
3.291000 0.399000 0.065000 -0.052530 0.197202 -0.978955
3.282000 0.388000 0.063000 0.009262 0.145674 -0.989289
3.264000 0.375000 0.061000 0.006366 0.154970 -0.987899
3.263000 0.364000 0.060000 -0.000774 0.161521 -0.986869
3.249000 0.352000 0.058000 -0.000774 0.161521 -0.986869
3.239000 0.341000 0.057000 0.001212 0.162483 -0.986711
3.232000 0.330000 0.055000 0.001776 0.163155 -0.986599
3.218000 0.318000 0.053000 0.436038 0.205961 -0.876043
3.235000 0.309000 0.052000 0.738684 0.268118 -0.618433
3.248000 0.300000 0.051000 0.169996 0.259424 -0.950684
3.258000 0.290000 0.049000 0.082759 0.235015 -0.968462
3.273000 0.281000 0.048000 0.136123 0.281883 -0.949743
3.284000 0.271000 0.047000 0.758642 0.648469 0.062853
3.292000 0.261000 0.045000 0.645382 0.763804 0.009295
3.303000 0.252000 0.044000 -0.625347 -0.780172 -0.016545
3.317000 0.242000 0.042000 0.539569 0.841611 -0.023571
3.328000 0.232000 0.041000 0.503909 0.863717 -0.008344
3.370000 0.224000 0.039000 0.366765 0.929107 -0.047360
3.281000 0.208000 0.037000 -0.612113 -0.790714 -0.009451
2.838000 0.171000 0.030000 -0.386145 0.737123 0.554564
2.675000 0.152000 0.027000 0.561685 -0.728730 -0.391743
2.668000 0.143000 0.025000 0.605741 -0.738004 -0.297368
2.660000 0.134000 0.024000 0.779731 -0.588491 -0.213773
2.648000 0.125000 0.022000 0.780286 -0.589427 -0.209116
2.648000 0.117000 0.021000 0.781770 -0.593064 -0.192642
2.638000 0.108000 0.019000 0.761103 -0.632240 -0.144897
2.634000 0.099000 0.018000 0.735906 -0.662421 -0.140143
