# x y z nx ny nz
5.346000 -0.834000 -0.521000 0.298291 0.131764 -0.945336
5.205000 -0.826000 -0.517000 -0.561706 0.116416 0.819105
5.189000 -0.837000 -0.526000 0.593848 -0.016947 -0.804399
5.158000 -0.846000 -0.532000 0.593848 -0.016947 -0.804399
4.864000 -0.811000 -0.511000 0.000000 0.000000 1.000000
4.384000 -0.743000 -0.469000 0.027168 0.581402 -0.813163
4.346000 -0.748000 -0.474000 0.014446 0.582920 -0.812401
4.349000 -0.760000 -0.482000 0.014446 0.582920 -0.812401
4.349000 -0.772000 -0.491000 -0.289495 -0.129341 0.948401
4.355000 -0.785000 -0.500000 0.304036 0.090955 -0.948309
4.351000 -0.796000 -0.508000 0.304036 0.090955 -0.948309
4.274000 -0.793000 -0.507000 0.012720 0.580333 -0.814280
4.029000 -0.758000 -0.486000 0.000000 0.000000 1.000000
3.827000 -0.730000 -0.469000 0.046838 0.603255 -0.796172
3.818000 -0.739000 -0.476000 0.046171 0.602854 -0.796514
3.820000 -0.749000 -0.484000 0.017597 0.604527 -0.796390
3.824000 -0.760000 -0.492000 0.017037 0.604158 -0.796682
3.826000 -0.771000 -0.500000 0.015058 0.604736 -0.796283
3.827000 -0.782000 -0.508000 0.996353 0.085283 0.002865
3.827000 -0.792000 -0.516000 0.997123 0.063718 0.041047
3.824000 -0.801000 -0.523000 0.997375 0.060484 0.039816
3.826000 -0.812000 -0.531000 0.980083 0.180723 -0.082324
3.832000 -0.823000 -0.540000 0.987961 0.148788 -0.042375
3.829000 -0.833000 -0.547000 0.991087 0.132404 -0.014691
3.831000 -0.843000 -0.555000 0.990301 0.138782 -0.006655
3.834000 -0.854000 -0.564000 0.991928 0.093109 0.086074
3.836000 -0.865000 -0.572000 0.990054 0.106365 0.092087
3.833000 -0.874000 -0.580000 0.988627 0.119870 0.090813
3.844000 -0.886000 -0.589000 0.989235 0.120918 0.082420
3.843000 -0.896000 -0.597000 -0.001688 0.624300 -0.781183
3.847000 -0.907000 -0.606000 0.038269 0.630430 -0.775302
3.847000 -0.917000 -0.614000 0.040919 0.632381 -0.773576
3.845000 -0.927000 -0.622000 0.029885 0.633080 -0.773509
3.853000 -0.939000 -0.632000 0.041576 0.636651 -0.770031
3.851000 -0.949000 -0.640000 0.078228 0.641284 -0.763306
3.853000 -0.959000 -0.648000 0.035175 0.640347 -0.767280
3.855000 -0.970000 -0.657000 0.079700 0.644170 -0.760719
3.859000 -0.981000 -0.666000 0.055466 0.644085 -0.762940
3.860000 -0.991000 -0.675000 0.046714 0.645196 -0.762588
3.863000 -1.002000 -0.684000 0.045369 0.646423 -0.761629
3.863000 -1.011000 -0.692000 0.044326 0.647210 -0.761022
3.863000 -1.021000 -0.701000 0.042812 0.649154 -0.759452
3.862000 -1.031000 -0.709000 0.041488 0.650627 -0.758263
3.857000 -1.040000 -0.717000 0.040782 0.651517 -0.757537
3.841000 -1.045000 -0.722000 0.037979 0.651955 -0.757306
3.787000 -1.040000 -0.721000 0.037907 0.650258 -0.758767
3.743000 -1.038000 -0.721000 0.017109 0.391656 -0.919952
3.695000 -1.034000 -0.720000 0.014013 0.344723 -0.938600
3.655000 -1.032000 -0.720000 0.018448 0.418489 -0.908034
3.605000 -1.027000 -0.719000 0.024875 0.476713 -0.878707
3.563000 -1.024000 -0.718000 0.024242 0.467866 -0.883467
3.521000 -1.021000 -0.718000 0.063956 0.884193 -0.462723
3.477000 -1.017000 -0.717000 0.054440 0.747705 -0.661795
3.438000 -1.014000 -0.717000 0.048587 0.696741 -0.715675
3.393000 -1.009000 -0.715000 0.051575 0.716599 -0.695575
3.363000 -1.009000 -0.717000 0.051653 0.704532 -0.707790
3.327000 -1.006000 -0.717000 0.051876 0.664145 -0.745802
3.287000 -1.002000 -0.716000 0.066637 0.805639 -0.588647
3.251000 -0.999000 -0.716000 0.055991 0.740587 -0.669624
3.205000 -0.993000 -0.713000 0.060971 0.780238 -0.622504
3.177000 -0.992000 -0.714000 0.061181 0.773994 -0.630230
3.146000 -0.990000 -0.715000 0.059799 0.732892 -0.677712
3.105000 -0.985000 -0.713000 0.066141 0.786647 -0.613850
3.068000 -0.981000 -0.712000 0.072468 0.833838 -0.547231
3.038000 -0.979000 -0.712000 0.075845 0.877692 -0.473185
3.008000 -0.976000 -0.712000 0.065673 0.748072 -0.660360
2.979000 -0.974000 -0.713000 0.066068 0.739397 -0.670020
2.944000 -0.970000 -0.711000 0.076474 0.814723 -0.574786
2.912000 -0.966000 -0.711000 0.083137 0.861174 -0.501466
2.884000 -0.964000 -0.711000 0.082236 0.830664 -0.550667
2.852000 -0.960000 -0.710000 0.072490 0.729501 -0.680128
2.827000 -0.958000 -0.711000 0.078188 0.794309 -0.602462
2.793000 -0.953000 -0.709000 0.095987 0.892002 -0.441723
2.765000 -0.950000 -0.709000 0.098816 0.904523 -0.414818
2.733000 -0.946000 -0.707000 0.088557 0.842053 -0.532075
2.708000 -0.943000 -0.707000 0.090543 0.857909 -0.505762
2.682000 -0.940000 -0.707000 0.090850 0.864673 -0.494051
2.659000 -0.938000 -0.708000 0.090473 0.847636 -0.522808
2.637000 -0.937000 -0.709000 0.087256 0.792848 -0.603140
2.613000 -0.934000 -0.709000 0.084481 0.758560 -0.646103
2.583000 -0.930000 -0.707000 0.086093 0.767731 -0.634962
2.566000 -0.929000 -0.709000 0.093574 0.803167 -0.588360
2.541000 -0.925000 -0.708000 0.100997 0.857099 -0.505155
2.515000 -0.922000 -0.708000 0.103106 0.870748 -0.480798
2.498000 -0.921000 -0.709000 0.101364 0.840379 -0.532437
2.473000 -0.917000 -0.709000 0.096752 0.791281 -0.603750
2.454000 -0.916000 -0.709000 0.093322 0.749154 -0.655789
2.429000 -0.912000 -0.708000 0.092371 0.724021 -0.683565
2.416000 -0.912000 -0.711000 0.092371 0.724021 -0.683565
2.389000 -0.907000 -0.709000 0.094074 0.729765 -0.677196
2.364000 -0.903000 -0.708000 0.104514 0.781922 -0.614553
2.347000 -0.901000 -0.709000 0.106517 0.787513 -0.607024
2.332000 -0.901000 -0.710000 0.107336 0.780334 -0.616083
2.310000 -0.897000 -0.709000 0.080743 0.549942 -0.831291
2.290000 -0.894000 -0.709000 0.077405 0.519457 -0.850983
2.272000 -0.892000 -0.710000 0.087495 0.589098 -0.803311
2.253000 -0.889000 -0.710000 -0.007641 -0.037080 -0.999283
2.234000 -0.886000 -0.710000 0.007436 0.036832 0.999294
2.218000 -0.884000 -0.710000 -0.010658 -0.038123 -0.999216
2.200000 -0.881000 -0.710000 0.007532 0.037698 0.999261
2.178000 -0.877000 -0.709000 -0.004004 -0.039364 -0.999217
2.157000 -0.873000 -0.708000 -0.006301 -0.043124 -0.999050
2.145000 -0.872000 -0.710000 -0.001407 -0.044393 -0.999013
2.125000 -0.868000 -0.708000 0.001955 -0.049898 -0.998752
2.113000 -0.867000 -0.710000 0.004588 -0.053582 -0.998553
2.095000 -0.863000 -0.709000 0.005309 -0.063611 -0.997961
2.076000 -0.860000 -0.709000 0.002838 -0.071083 -0.997466
2.059000 -0.856000 -0.708000 -0.006865 -0.068155 -0.997651
2.046000 -0.855000 -0.709000 -0.011554 -0.071178 -0.997397
2.029000 -0.852000 -0.709000 -0.021284 -0.002936 -0.999769
2.011000 -0.848000 -0.708000 -0.030070 0.023553 -0.999270
1.997000 -0.845000 -0.708000 -0.039979 0.032065 -0.998686
1.977000 -0.840000 -0.706000 -0.043294 0.049285 -0.997846
1.965000 -0.838000 -0.707000 -0.042931 0.050968 -0.997777
1.946000 -0.834000 -0.705000 -0.038517 0.053131 -0.997844
1.935000 -0.832000 -0.707000 -0.034788 0.050031 -0.998142
1.920000 -0.829000 -0.706000 -0.029321 0.046142 -0.998505
1.902000 -0.824000 -0.705000 -0.018176 0.043949 -0.998868
1.890000 -0.822000 -0.705000 -0.013908 0.041530 -0.999040
1.874000 -0.818000 -0.704000 -0.009225 0.037852 -0.999241
1.859000 -0.815000 -0.704000 0.007594 0.042246 -0.999078
1.846000 -0.812000 -0.704000 0.020403 0.035865 -0.999148
1.835000 -0.810000 -0.704000 0.197612 0.900719 -0.386853
1.824000 -0.808000 -0.705000 0.197612 0.900719 -0.386853
1.813000 -0.805000 -0.705000 0.199766 0.881125 -0.428616
1.797000 -0.801000 -0.704000 0.201289 0.871159 -0.447845
1.786000 -0.799000 -0.704000 0.202626 0.858177 -0.471673
1.773000 -0.796000 -0.704000 0.206882 0.855215 -0.475191
1.763000 -0.793000 -0.704000 0.208428 0.851407 -0.481314
1.771000 -0.799000 -0.712000 0.206882 0.855215 -0.475191
1.761000 -0.797000 -0.713000 0.210996 0.855246 -0.473323
1.726000 -0.783000 -0.703000 0.219891 0.862211 -0.456334
1.713000 -0.780000 -0.702000 0.228382 0.864837 -0.447100
1.724000 -0.787000 -0.711000 0.219891 0.862211 -0.456334
1.692000 -0.774000 -0.702000 0.243980 0.894247 -0.375229
1.685000 -0.773000 -0.704000 0.254369 0.913822 -0.316584
1.678000 -0.772000 -0.705000 0.254369 0.913822 -0.316584
1.667000 -0.768000 -0.705000 0.256496 0.913752 -0.315068
1.653000 -0.764000 -0.703000 0.267336 0.909280 -0.318969
1.643000 -0.761000 -0.703000 0.267336 0.909280 -0.318969
1.629000 -0.756000 -0.701000 0.281494 0.916469 -0.284332
1.624000 -0.755000 -0.703000 0.281494 0.916469 -0.284332
1.617000 -0.753000 -0.703000 0.281494 0.916469 -0.284332
1.606000 -0.750000 -0.703000 0.286640 0.899719 -0.329155
1.616000 -0.756000 -0.711000 0.284418 0.915885 -0.283302
1.598000 -0.749000 -0.707000 0.286640 0.899719 -0.329155
1.593000 -0.748000 -0.709000 0.290642 0.896995 -0.333058
1.591000 -0.748000 -0.712000 0.290642 0.896995 -0.333058
1.561000 -0.735000 -0.702000 0.302225 0.869689 -0.390257
1.568000 -0.740000 -0.709000 0.301899 0.875276 -0.377821
1.562000 -0.737000 -0.710000 0.301899 0.875276 -0.377821
1.544000 -0.730000 -0.705000 0.311197 0.871721 -0.378496
1.537000 -0.728000 -0.706000 0.313867 0.870383 -0.379368
1.541000 -0.730000 -0.711000 0.311197 0.871721 -0.378496
1.545000 -0.733000 -0.716000 0.311197 0.871721 -0.378496
1.514000 -0.719000 -0.705000 0.341216 0.891851 -0.296940
1.512000 -0.719000 -0.708000 0.340022 0.884908 -0.318314
1.502000 -0.715000 -0.706000 0.359440 0.912159 -0.196896
1.495000 -0.712000 -0.706000 0.364633 0.897698 -0.247349
1.490000 -0.710000 -0.707000 0.365247 0.891724 -0.267250
1.482000 -0.707000 -0.706000 0.371004 0.895119 -0.247221
1.475000 -0.704000 -0.706000 0.374293 0.888530 -0.265367
1.468000 -0.701000 -0.706000 0.379994 0.882009 -0.278686
1.464000 -0.699000 -0.707000 0.414906 0.903973 0.103375
1.454000 -0.695000 -0.705000 0.414027 0.888254 0.198964
1.440000 -0.688000 -0.701000 -0.059746 -0.066611 -0.995989
1.447000 -0.692000 -0.708000 0.019300 0.091029 -0.995661
1.435000 -0.686000 -0.704000 -0.059746 -0.066611 -0.995989
1.427000 -0.682000 -0.703000 -0.204109 -0.350301 -0.914127
1.421000 -0.679000 -0.703000 -0.224387 -0.383125 -0.896028
1.426000 -0.681000 -0.708000 -0.204109 -0.350301 -0.914127
1.409000 -0.673000 -0.702000 -0.271497 -0.460239 -0.845263
1.405000 -0.671000 -0.703000 -0.275002 -0.458531 -0.845058
1.401000 -0.668000 -0.703000 -0.262698 -0.428417 -0.864551
1.399000 -0.667000 -0.705000 -0.262698 -0.428417 -0.864551
1.391000 -0.663000 -0.703000 -0.250417 -0.400193 -0.881553
1.388000 -0.661000 -0.704000 -0.250417 -0.400193 -0.881553
1.384000 -0.659000 -0.704000 -0.237275 -0.371916 -0.897429
1.376000 -0.654000 -0.702000 -0.257514 -0.391092 -0.883591
1.377000 -0.654000 -0.705000 -0.257514 -0.391092 -0.883591
1.371000 -0.651000 -0.704000 -0.257514 -0.391092 -0.883591
1.364000 -0.646000 -0.702000 -0.193365 -0.295296 -0.935634
1.362000 -0.645000 -0.703000 -0.193365 -0.295296 -0.935634
1.358000 -0.642000 -0.703000 -0.199050 -0.294235 -0.934775
1.353000 -0.639000 -0.702000 -0.202487 -0.293805 -0.934172
1.351000 -0.637000 -0.703000 -0.201315 -0.283146 -0.937710
1.351000 -0.636000 -0.705000 -0.178893 -0.258701 -0.949248
1.346000 -0.632000 -0.704000 -0.166550 -0.238924 -0.956649
1.341000 -0.629000 -0.703000 -0.121749 -0.186994 -0.974787
1.345000 -0.630000 -0.706000 -0.166550 -0.238924 -0.956649
1.337000 -0.625000 -0.704000 -0.063070 -0.126539 -0.989955
1.335000 -0.622000 -0.704000 -0.005663 -0.067177 -0.997725
1.333000 -0.620000 -0.705000 -0.054419 -0.115698 -0.991793
1.330000 -0.618000 -0.705000 -0.054419 -0.115698 -0.991793
1.327000 -0.615000 -0.704000 -0.055045 -0.099796 -0.993484
1.325000 -0.613000 -0.705000 -0.055045 -0.099796 -0.993484
1.327000 -0.612000 -0.707000 -0.055045 -0.099796 -0.993484
1.327000 -0.611000 -0.708000 -0.055045 -0.099796 -0.993484
1.323000 -0.607000 -0.707000 -0.059883 -0.082440 -0.994795
1.321000 -0.604000 -0.706000 -0.057715 -0.071046 -0.995802
1.320000 -0.603000 -0.707000 -0.057715 -0.071046 -0.995802
1.319000 -0.600000 -0.707000 -0.040740 -0.050536 -0.997891
1.319000 -0.598000 -0.708000 -0.040740 -0.050536 -0.997891
1.314000 -0.595000 -0.706000 -0.007325 -0.018771 -0.999797
1.315000 -0.593000 -0.708000 -0.007325 -0.018771 -0.999797
1.313000 -0.590000 -0.707000 -0.138022 -0.064208 -0.988346
1.306000 -0.585000 -0.704000 -0.172026 -0.061435 -0.983175
1.308000 -0.584000 -0.706000 -0.182984 -0.054063 -0.981628
1.309000 -0.583000 -0.706000 -0.182984 -0.054063 -0.981628
1.308000 -0.580000 -0.707000 -0.172917 -0.045982 -0.983863
1.306000 -0.577000 -0.706000 -0.182611 -0.035478 -0.982545
1.307000 -0.576000 -0.706000 -0.182611 -0.035478 -0.982545
1.312000 -0.576000 -0.710000 -0.182611 -0.035478 -0.982545
1.304000 -0.570000 -0.705000 -0.185298 -0.018934 -0.982500
1.306000 -0.569000 -0.707000 -0.185298 -0.018934 -0.982500
1.308000 -0.567000 -0.707000 -0.176328 -0.008736 -0.984293
1.307000 -0.565000 -0.707000 -0.174751 -0.000863 -0.984612
1.304000 -0.561000 -0.705000 -0.162492 0.003198 -0.986705
1.304000 -0.559000 -0.705000 -0.162437 0.012790 -0.986636
1.306000 -0.557000 -0.706000 -0.129175 0.012727 -0.991540
1.306000 -0.555000 -0.706000 -0.129175 0.012727 -0.991540
1.311000 -0.554000 -0.709000 -0.130065 0.015862 -0.991379
1.310000 -0.552000 -0.708000 -0.130065 0.015862 -0.991379
1.309000 -0.548000 -0.707000 -0.126242 0.026185 -0.991654
1.313000 -0.548000 -0.708000 -0.128096 0.032263 -0.991237
1.311000 -0.544000 -0.707000 -0.165924 0.050121 -0.984864
1.312000 -0.542000 -0.707000 -0.164720 0.053612 -0.984882
1.317000 -0.541000 -0.709000 -0.176411 0.063554 -0.982263
1.314000 -0.538000 -0.707000 -0.178141 0.077124 -0.980978
1.315000 -0.535000 -0.707000 -0.133763 0.050079 -0.989747
1.316000 -0.533000 -0.706000 -0.133763 0.050079 -0.989747
1.319000 -0.531000 -0.707000 -0.128879 0.063161 -0.989647
1.320000 -0.529000 -0.707000 -0.128879 0.063161 -0.989647
1.323000 -0.527000 -0.707000 -0.130557 0.069059 -0.989033
1.323000 -0.524000 -0.706000 -0.118648 0.066110 -0.990733
1.328000 -0.523000 -0.708000 -0.115464 0.077515 -0.990283
1.328000 -0.521000 -0.707000 -0.120743 0.094047 -0.988219
1.333000 -0.520000 -0.708000 -0.121748 0.105232 -0.986967
1.338000 -0.519000 -0.710000 -0.128449 0.120685 -0.984345
1.339000 -0.516000 -0.709000 -0.107135 0.101337 -0.989067
1.342000 -0.514000 -0.710000 -0.130215 0.127237 -0.983288
1.340000 -0.511000 -0.707000 -0.130215 0.127237 -0.983288
1.344000 -0.509000 -0.708000 -0.122921 0.133226 -0.983433
1.350000 -0.508000 -0.709000 -0.114667 0.131830 -0.984618
1.348000 -0.504000 -0.707000 -0.114667 0.131830 -0.984618
1.355000 -0.504000 -0.709000 -0.144741 0.182147 -0.972560
1.357000 -0.502000 -0.708000 -0.139555 0.179981 -0.973720
1.359000 -0.499000 -0.707000 -0.135904 0.180856 -0.974075
1.363000 -0.497000 -0.708000 -0.141316 0.200668 -0.969413
1.367000 -0.496000 -0.708000 -0.135730 0.200146 -0.970319
1.373000 -0.494000 -0.709000 -0.138371 0.211809 -0.967466
1.380000 -0.494000 -0.711000 -0.134073 0.223037 -0.965546
1.377000 -0.490000 -0.708000 -0.139322 0.222405 -0.964948
1.383000 -0.489000 -0.709000 -0.131284 0.224113 -0.965680
1.387000 -0.486000 -0.708000 -0.130270 0.233479 -0.963596
1.391000 -0.485000 -0.708000 -0.069659 0.103612 -0.992175
1.399000 -0.484000 -0.711000 -0.070706 0.115010 -0.990845
1.403000 -0.482000 -0.711000 -0.071899 0.121882 -0.989937
1.404000 -0.479000 -0.709000 -0.058796 0.111429 -0.992032
1.411000 -0.478000 -0.710000 -0.067523 0.132738 -0.988848
1.415000 -0.476000 -0.710000 -0.062843 0.140512 -0.988083
1.421000 -0.475000 -0.710000 -0.061349 0.141663 -0.988012
1.427000 -0.473000 -0.711000 -0.052750 0.144654 -0.988075
1.432000 -0.472000 -0.711000 -0.043837 0.152259 -0.987368
1.438000 -0.470000 -0.711000 -0.046306 0.172758 -0.983875
1.443000 -0.468000 -0.711000 -0.036059 0.177213 -0.983512
1.445000 -0.466000 -0.710000 -0.033337 0.183453 -0.982463
1.449000 -0.463000 -0.709000 -0.033337 0.183453 -0.982463
1.455000 -0.462000 -0.709000 -0.036021 0.197753 -0.979590
1.463000 -0.461000 -0.710000 -0.031061 0.208322 -0.977567
1.473000 -0.460000 -0.712000 -0.037230 0.233585 -0.971623
1.476000 -0.458000 -0.711000 -0.033006 0.248453 -0.968081
1.478000 -0.455000 -0.709000 -0.035108 0.255945 -0.966054
1.489000 -0.454000 -0.711000 -0.038526 0.273025 -0.961235
1.491000 -0.451000 -0.709000 -0.038526 0.273025 -0.961235
1.500000 -0.451000 -0.710000 -0.029818 0.262279 -0.964531
1.506000 -0.449000 -0.710000 -0.016273 0.255660 -0.966630
1.517000 -0.449000 -0.712000 -0.023740 0.220372 -0.975127
1.525000 -0.447000 -0.712000 -0.031591 0.203455 -0.978574
1.526000 -0.444000 -0.710000 -0.019057 0.126550 -0.991777
1.534000 -0.442000 -0.710000 0.002193 -0.094142 -0.995556
1.546000 -0.442000 -0.712000 -0.008728 -0.250998 -0.967948
1.546000 -0.439000 -0.709000 -0.008728 -0.250998 -0.967948
1.553000 -0.437000 -0.709000 0.008629 -0.312868 -0.949757
1.569000 -0.438000 -0.713000 -0.005368 -0.326743 -0.945098
1.578000 -0.437000 -0.713000 -0.000309 -0.327945 -0.944697
1.585000 -0.435000 -0.713000 0.009885 -0.324431 -0.945858
1.596000 -0.434000 -0.714000 0.006968 -0.314618 -0.949193
1.599000 -0.431000 -0.711000 0.010459 -0.280085 -0.959918
1.605000 -0.429000 -0.711000 0.012010 -0.285630 -0.958265
1.620000 -0.429000 -0.713000 0.000438 -0.229554 -0.973296
1.630000 -0.428000 -0.714000 0.013477 -0.208000 -0.978036
1.636000 -0.426000 -0.713000 0.026348 -0.193517 -0.980743
1.645000 -0.424000 -0.713000 0.046310 -0.220916 -0.974193
1.656000 -0.423000 -0.713000 0.046065 -0.218397 -0.974772
1.663000 -0.421000 -0.712000 0.052729 -0.211428 -0.975970
1.678000 -0.421000 -0.715000 0.063672 -0.211398 -0.975324
1.669000 -0.415000 -0.707000 0.060710 -0.204090 -0.977068
1.695000 -0.418000 -0.714000 0.059535 -0.232385 -0.970800
1.703000 -0.416000 -0.713000 0.055589 -0.216126 -0.974782
1.701000 -0.411000 -0.708000 0.050916 -0.237754 -0.969990
1.711000 -0.410000 -0.708000 0.042221 -0.225227 -0.973391
1.727000 -0.410000 -0.710000 0.031275 -0.221694 -0.974615
1.733000 -0.408000 -0.708000 0.015125 -0.230750 -0.972896
1.742000 -0.406000 -0.707000 0.015125 -0.230750 -0.972896
1.763000 -0.407000 -0.711000 -0.038258 -0.257097 -0.965628
1.784000 -0.408000 -0.715000 -0.047958 -0.226312 -0.972874
1.797000 -0.407000 -0.716000 -0.057932 -0.218500 -0.974116
1.820000 -0.408000 -0.720000 -0.038342 -0.187426 -0.981530
1.812000 -0.402000 -0.713000 -0.053218 -0.199480 -0.978456
1.855000 -0.408000 -0.725000 -0.022024 0.160644 0.986767
1.853000 -0.403000 -0.719000 0.025522 -0.167230 -0.985587
1.871000 -0.403000 -0.721000 -0.048366 0.150387 0.987443
1.873000 -0.399000 -0.717000 -0.051221 0.154579 0.986652
1.874000 -0.396000 -0.712000 -0.051221 0.154579 0.986652
1.910000 -0.399000 -0.721000 0.056055 -0.142319 -0.988232
1.902000 -0.393000 -0.713000 0.047020 -0.142095 -0.988736
1.918000 -0.393000 -0.714000 0.071251 -0.137128 -0.987987
1.929000 -0.391000 -0.713000 0.072056 -0.124848 -0.989556
1.921000 -0.385000 -0.705000 -0.067137 0.770779 -0.633555
1.948000 -0.386000 -0.709000 -0.066138 0.771494 -0.632789
1.990000 -0.391000 -0.719000 -0.060225 0.780223 -0.622595
1.999000 -0.388000 -0.717000 -0.060225 0.780223 -0.622595
1.988000 -0.382000 -0.708000 -0.060225 0.780223 -0.622595
2.002000 -0.381000 -0.707000 -0.060224 0.780222 -0.622596
2.021000 -0.380000 -0.708000 -0.057417 0.783114 -0.619222
2.035000 -0.378000 -0.708000 -0.055869 0.784033 -0.618199
2.049000 -0.377000 -0.707000 -0.054208 0.781225 -0.621891
2.065000 -0.376000 -0.707000 -0.054076 0.781124 -0.622030
2.087000 -0.375000 -0.708000 -0.054840 0.782325 -0.620451
2.112000 -0.376000 -0.711000 -0.052656 0.747647 -0.662006
2.126000 -0.374000 -0.710000 -0.051058 0.754963 -0.653777
2.145000 -0.373000 -0.710000 -0.050398 0.746307 -0.663692
2.160000 -0.371000 -0.709000 -0.049276 0.758958 -0.649273
2.179000 -0.370000 -0.710000 -0.045351 0.724467 -0.687816
2.198000 -0.369000 -0.710000 -0.039989 0.651871 -0.757275
2.220000 -0.369000 -0.711000 -0.040345 0.690812 -0.721908
2.241000 -0.368000 -0.711000 -0.035913 0.644276 -0.763949
2.257000 -0.366000 -0.710000 -0.038394 0.707567 -0.705602
2.277000 -0.365000 -0.710000 -0.030587 0.596158 -0.802284
2.300000 -0.364000 -0.710000 -0.030664 0.584612 -0.810733
2.325000 -0.364000 -0.711000 -0.029518 0.543250 -0.839052
2.343000 -0.362000 -0.711000 -0.024721 0.419611 -0.907367
2.368000 -0.362000 -0.711000 -0.024839 0.446064 -0.894656
2.390000 -0.360000 -0.711000 -0.019967 0.372603 -0.927776
2.413000 -0.359000 -0.711000 0.000000 -0.000000 -1.000000
2.436000 -0.358000 -0.711000 0.000000 -0.000000 -1.000000
2.460000 -0.357000 -0.711000 -0.033494 0.696296 -0.716973
2.485000 -0.356000 -0.711000 -0.032367 0.816927 -0.575832
2.509000 -0.355000 -0.711000 -0.032973 0.852492 -0.521700
2.541000 -0.355000 -0.713000 -0.031121 0.921658 -0.386754
2.566000 -0.354000 -0.712000 -0.031767 0.916955 -0.397725
2.593000 -0.353000 -0.713000 -0.031614 0.930332 -0.365352
2.619000 -0.352000 -0.712000 -0.030632 0.912111 -0.408798
2.649000 -0.351000 -0.713000 -0.029311 0.898085 -0.438844
2.676000 -0.350000 -0.712000 -0.028619 0.933180 -0.358268
2.710000 -0.350000 -0.714000 -0.028467 0.936388 -0.349810
2.743000 -0.349000 -0.714000 -0.027742 0.927035 -0.373947
2.775000 -0.348000 -0.715000 -0.028606 0.928340 -0.370630
2.803000 -0.347000 -0.714000 -0.031604 0.999228 -0.023319
2.835000 -0.346000 -0.714000 -0.031662 0.999302 -0.019838
2.869000 -0.345000 -0.714000 -0.024302 0.927210 -0.373753
2.900000 -0.344000 -0.713000 -0.023452 0.925853 -0.377156
2.945000 -0.344000 -0.716000 -0.019562 0.941404 -0.336714
2.976000 -0.343000 -0.715000 -0.019678 0.941646 -0.336030
3.020000 -0.343000 -0.717000 -0.022203 0.925991 -0.376892
3.059000 -0.342000 -0.717000 -0.021738 0.952294 -0.304408
3.101000 -0.341000 -0.718000 -0.025715 0.994773 -0.098816
3.132000 -0.340000 -0.716000 -0.021010 0.943065 -0.331946
3.175000 -0.339000 -0.717000 -0.019647 0.877629 -0.478937
3.225000 -0.339000 -0.719000 0.021317 -0.875868 0.482081
3.270000 -0.338000 -0.719000 0.017943 -0.875377 0.483107
3.279000 -0.334000 -0.712000 0.018015 -0.876343 0.481351
3.275000 -0.328000 -0.701000 0.018015 -0.876343 0.481351
3.265000 -0.322000 -0.689000 0.018759 -0.876478 0.481076
3.257000 -0.316000 -0.678000 0.019639 -0.877134 0.479844
3.250000 -0.310000 -0.667000 0.019135 -0.876711 0.480637
3.247000 -0.304000 -0.657000 0.019539 -0.876614 0.480798
3.234000 -0.298000 -0.645000 0.019396 -0.876546 0.480928
3.232000 -0.293000 -0.635000 -0.020552 0.876810 -0.480398
3.224000 -0.287000 -0.624000 -0.064785 0.863594 -0.500009
3.211000 -0.281000 -0.612000 -0.049103 0.869602 -0.491306
3.210000 -0.276000 -0.603000 -0.010564 0.881416 -0.472222
3.205000 -0.270000 -0.593000 -0.001630 0.884935 -0.465711
3.196000 -0.264000 -0.581000 -0.011490 0.883336 -0.468600
3.193000 -0.259000 -0.572000 0.010046 0.889652 -0.456528
3.185000 -0.254000 -0.561000 0.007121 0.889609 -0.456667
3.177000 -0.248000 -0.550000 -0.037534 0.879568 -0.474290
3.177000 -0.243000 -0.541000 -0.102768 0.860846 -0.498380
3.171000 -0.238000 -0.530000 -0.060450 0.875619 -0.479205
3.164000 -0.233000 -0.520000 -0.007034 0.891894 -0.452189
3.155000 -0.227000 -0.509000 0.004600 0.895441 -0.445156
3.152000 -0.223000 -0.499000 0.021363 0.899550 -0.436295
3.144000 -0.217000 -0.489000 -0.008387 0.893838 -0.448312
3.140000 -0.212000 -0.479000 0.011892 0.899244 -0.437285
3.130000 -0.207000 -0.468000 0.068711 0.910751 -0.407199
3.125000 -0.202000 -0.458000 0.065525 0.910030 -0.409330
3.124000 -0.198000 -0.449000 0.056764 0.908814 -0.413321
3.118000 -0.193000 -0.439000 0.056963 0.909631 -0.411493
3.106000 -0.187000 -0.428000 0.050578 0.908463 -0.414893
3.100000 -0.183000 -0.418000 0.661725 0.749746 -0.001064
3.100000 -0.178000 -0.409000 0.661699 0.749764 -0.003046
3.093000 -0.173000 -0.399000 -0.663471 -0.748158 0.008054
3.090000 -0.169000 -0.389000 0.652995 0.757188 -0.016274
3.085000 -0.164000 -0.380000 -0.651662 -0.758376 0.014258
3.077000 -0.159000 -0.370000 -0.642597 -0.766156 0.008646
3.073000 -0.155000 -0.360000 -0.641938 -0.766671 0.011464
3.070000 -0.150000 -0.351000 -0.635248 -0.772124 0.016868
3.061000 -0.146000 -0.341000 -0.626611 -0.779242 0.011858
3.060000 -0.142000 -0.331000 -0.619515 -0.784893 0.012000
3.054000 -0.137000 -0.322000 0.609192 0.792792 -0.019120
3.054000 -0.133000 -0.313000 0.604153 0.796442 -0.026077
3.043000 -0.128000 -0.302000 0.602183 0.797994 -0.024104
3.036000 -0.124000 -0.293000 0.597024 0.801868 -0.023878
